label,meeting_date,meeting_no,ministry,topic,news_count,question_type,evidence_score,candidate_score,top_title,question_text
무관,2026-03-05,8,행정안전부,창원시·납세문화·03,1,관리 지시,1,0.488,"창원시, 성실납세자 5명 감사패 수여…납세문화 확산","재외국민 안전 보호는 국민들의 관심도 클 뿐만 아니라, 피해가 발생하면 국가 책임 문제가 야기될 수도 있음. 앞으로도 철저하고 신속하게 대응할 수 있도록 만전을 기해 주기 바람. 민생에 가장 직접적인 영향을 미치는 주유소 유류가격이 하루 만에 200원 넘게 오른 곳도 있다는데, 이에 대한 대응은 어떤 게 있는지?"
무관,2026-03-05,8,행정안전부,보성군·03·2025년,1,관리 지시,1,0.488,보성군 출산율 1.32명…전국 7위 'V자 반등',"재외국민 안전 보호는 국민들의 관심도 클 뿐만 아니라, 피해가 발생하면 국가 책임 문제가 야기될 수도 있음. 앞으로도 철저하고 신속하게 대응할 수 있도록 만전을 기해 주기 바람. 민생에 가장 직접적인 영향을 미치는 주유소 유류가격이 하루 만에 200원 넘게 오른 곳도 있다는데, 이에 대한 대응은 어떤 게 있는지?"
무관,2026-03-05,8,국토교통부,서울·03·15억,1,대안 요구,1,0.488,"서울 15억 이하 ‘불장’, 눈여겨볼 단지는","제가 해외에 나가 있는 며칠 사이 많은 일들이 벌어진 것 같음. 우리 대한민국은 지금까지 수없이 많은 위기 상황을 슬기롭게 극복해 왔음. 우리 국민의 단합된 힘으로 또 대한민국의 저력으로 지금의 혼란도 큰 무리 없이 잘 이겨낼 것이고, 넘어진 김에 쉬어간다고 오히려 좋은 기회로 만들 수 있을 것임. 중동 지역 위기가 고조되면서 글로벌 경제 안보 환경이 많이 악화되고 있음. 세계 각국 금융시장이 불확실성에 직면한 가운데 에너지 수급, 수출입 불안으로 경제 산업과 경제 전반에 상당한 어려움이 예상됨. 각 부처는 엄중한 상황 인식을 바탕으로 예상 가능한 모든 문제에 대해서 신속히 대처하고 빠짐없이 세밀하게 추진해 나가야겠음. 첫째, 주식 환율 등 금융시장 변동성 확대에 적극적으로 대응해야 함. 정부는 자본시장 안정과 체질 개선을 위한 정책적 노력을 가속화하고 자본시장 불안을 사전 차단하기 위해 마련된 100조 원 규모 시장 안정 프로그램을 적절하게 또 신속하게 집행하고 관리해 주시기 바람"
무관,2026-03-05,8,국토교통부,경남도·광역·정비,1,대안 요구,1,0.488,"경남도, 광역 지적도 경계 정비 본격 착수…양산 190필지 우선 정비","제가 해외에 나가 있는 며칠 사이 많은 일들이 벌어진 것 같음. 우리 대한민국은 지금까지 수없이 많은 위기 상황을 슬기롭게 극복해 왔음. 우리 국민의 단합된 힘으로 또 대한민국의 저력으로 지금의 혼란도 큰 무리 없이 잘 이겨낼 것이고, 넘어진 김에 쉬어간다고 오히려 좋은 기회로 만들 수 있을 것임. 중동 지역 위기가 고조되면서 글로벌 경제 안보 환경이 많이 악화되고 있음. 세계 각국 금융시장이 불확실성에 직면한 가운데 에너지 수급, 수출입 불안으로 경제 산업과 경제 전반에 상당한 어려움이 예상됨. 각 부처는 엄중한 상황 인식을 바탕으로 예상 가능한 모든 문제에 대해서 신속히 대처하고 빠짐없이 세밀하게 추진해 나가야겠음. 첫째, 주식 환율 등 금융시장 변동성 확대에 적극적으로 대응해야 함. 정부는 자본시장 안정과 체질 개선을 위한 정책적 노력을 가속화하고 자본시장 불안을 사전 차단하기 위해 마련된 100조 원 규모 시장 안정 프로그램을 적절하게 또 신속하게 집행하고 관리해 주시기 바람"
무관,2026-03-05,8,행정안전부,모바일·신분증·nh농협은행,1,관리 지시,1,0.488,"NH농협은행, 모바일 신분증 서비스 모든 휴대폰으로 확대","재외국민 안전 보호는 국민들의 관심도 클 뿐만 아니라, 피해가 발생하면 국가 책임 문제가 야기될 수도 있음. 앞으로도 철저하고 신속하게 대응할 수 있도록 만전을 기해 주기 바람. 민생에 가장 직접적인 영향을 미치는 주유소 유류가격이 하루 만에 200원 넘게 오른 곳도 있다는데, 이에 대한 대응은 어떤 게 있는지?"
무관,2026-03-05,8,행정안전부,드러나는·지방선거·후보,1,관리 지시,1,0.488,"드러나는 지방선거 후보 윤곽...與 박찬대 공천 '속도전', 野는 구인난","재외국민 안전 보호는 국민들의 관심도 클 뿐만 아니라, 피해가 발생하면 국가 책임 문제가 야기될 수도 있음. 앞으로도 철저하고 신속하게 대응할 수 있도록 만전을 기해 주기 바람. 민생에 가장 직접적인 영향을 미치는 주유소 유류가격이 하루 만에 200원 넘게 오른 곳도 있다는데, 이에 대한 대응은 어떤 게 있는지?"
무관,2026-03-05,8,금융위원회,미래에셋생명·임원·성과보상,1,부처협의 확인,1,0.488,"미래에셋생명, 임원 성과보상 위해 자기주식 처분 결정","금융시장 합동 대응 방안에 대한 준비를 잘하고 계신 것 같아서 다행임. 전체적으로 보면 시장은 심리에 많이 좌우되는데 어쩌면 이번이 좋은 기회일 수도 있음. 우리 옛말에 “넘어진 김에 쉬어간다.”라는 말이 있는데, 주식시장도 계속 상승만 해왔기 때문에 사실 조정을 하면서 가야 탄탄해짐. 그런데 너무 조정 없이 일방적으로 2배 넘게 상승만 해서 불안정한 측면이 있었는데, 이번 기회에 단단하게 다져지는 측면도 있어 보이고, 오히려 필요한 조정을 겪어서 기회 요인이 될 수도 있겠다는 생각도 듦. 국제 유가와 원유 조달 문제는 앞으로도 계속 반복될 수 있는 일임. 이번 기회에 재생에너지로 전환을 대대적으로 신속하게 하는 게 어떨까 싶음. 우리나라도 화석연료 의존도를 최소한으로 줄이고, 재생에너지의 비중을 계속 높여야 하는데 쉽지가 않은 상태임. 특히, 서·남해안 쪽 재생에너지는 생산 여력이 있는데도 송전망 부족으로 제대로 쓰지 못하는 상황 아닌지? 앞으로 송전망을 확충해야 할 상황인데, 송"
무관,2026-03-05,8,국토교통부,03·서울·15억,1,대안 요구,1,0.488,"서울 15억 이하 ‘불장’, 눈여겨볼 단지는","제가 해외에 나가 있는 며칠 사이 많은 일들이 벌어진 것 같음. 우리 대한민국은 지금까지 수없이 많은 위기 상황을 슬기롭게 극복해 왔음. 우리 국민의 단합된 힘으로 또 대한민국의 저력으로 지금의 혼란도 큰 무리 없이 잘 이겨낼 것이고, 넘어진 김에 쉬어간다고 오히려 좋은 기회로 만들 수 있을 것임. 중동 지역 위기가 고조되면서 글로벌 경제 안보 환경이 많이 악화되고 있음. 세계 각국 금융시장이 불확실성에 직면한 가운데 에너지 수급, 수출입 불안으로 경제 산업과 경제 전반에 상당한 어려움이 예상됨. 각 부처는 엄중한 상황 인식을 바탕으로 예상 가능한 모든 문제에 대해서 신속히 대처하고 빠짐없이 세밀하게 추진해 나가야겠음. 첫째, 주식 환율 등 금융시장 변동성 확대에 적극적으로 대응해야 함. 정부는 자본시장 안정과 체질 개선을 위한 정책적 노력을 가속화하고 자본시장 불안을 사전 차단하기 위해 마련된 100조 원 규모 시장 안정 프로그램을 적절하게 또 신속하게 집행하고 관리해 주시기 바람"
무관,2026-03-05,8,국토교통부,29·주택공급·졸속,1,대안 요구,1,0.488,"""1.29 주택공급 졸속""...용산·노원·과천 주민들, 전면 백지화 촉구","제가 해외에 나가 있는 며칠 사이 많은 일들이 벌어진 것 같음. 우리 대한민국은 지금까지 수없이 많은 위기 상황을 슬기롭게 극복해 왔음. 우리 국민의 단합된 힘으로 또 대한민국의 저력으로 지금의 혼란도 큰 무리 없이 잘 이겨낼 것이고, 넘어진 김에 쉬어간다고 오히려 좋은 기회로 만들 수 있을 것임. 중동 지역 위기가 고조되면서 글로벌 경제 안보 환경이 많이 악화되고 있음. 세계 각국 금융시장이 불확실성에 직면한 가운데 에너지 수급, 수출입 불안으로 경제 산업과 경제 전반에 상당한 어려움이 예상됨. 각 부처는 엄중한 상황 인식을 바탕으로 예상 가능한 모든 문제에 대해서 신속히 대처하고 빠짐없이 세밀하게 추진해 나가야겠음. 첫째, 주식 환율 등 금융시장 변동성 확대에 적극적으로 대응해야 함. 정부는 자본시장 안정과 체질 개선을 위한 정책적 노력을 가속화하고 자본시장 불안을 사전 차단하기 위해 마련된 100조 원 규모 시장 안정 프로그램을 적절하게 또 신속하게 집행하고 관리해 주시기 바람"
무관,2026-03-05,8,국토교통부,말산업·숨통끊는·주택공급,1,대안 요구,1,0.488,말산업 숨통끊는 주택공급 철회하라!,"제가 해외에 나가 있는 며칠 사이 많은 일들이 벌어진 것 같음. 우리 대한민국은 지금까지 수없이 많은 위기 상황을 슬기롭게 극복해 왔음. 우리 국민의 단합된 힘으로 또 대한민국의 저력으로 지금의 혼란도 큰 무리 없이 잘 이겨낼 것이고, 넘어진 김에 쉬어간다고 오히려 좋은 기회로 만들 수 있을 것임. 중동 지역 위기가 고조되면서 글로벌 경제 안보 환경이 많이 악화되고 있음. 세계 각국 금융시장이 불확실성에 직면한 가운데 에너지 수급, 수출입 불안으로 경제 산업과 경제 전반에 상당한 어려움이 예상됨. 각 부처는 엄중한 상황 인식을 바탕으로 예상 가능한 모든 문제에 대해서 신속히 대처하고 빠짐없이 세밀하게 추진해 나가야겠음. 첫째, 주식 환율 등 금융시장 변동성 확대에 적극적으로 대응해야 함. 정부는 자본시장 안정과 체질 개선을 위한 정책적 노력을 가속화하고 자본시장 불안을 사전 차단하기 위해 마련된 100조 원 규모 시장 안정 프로그램을 적절하게 또 신속하게 집행하고 관리해 주시기 바람"
무관,2026-02-24,6,금융위원회,트럼프·미리보는·증시재료,1,검토결과 확인,1,0.488,[미리보는 증시재료] 트럼프 관세 '위법' 코스피 향방…엔비디아 실적도...,"그리고 의무를 이행하지 않는 경우 이행강제금을 부과하게 되어 있는데, 어떤 문제가 있냐면, 이자와 가산 제도가 없는 것임. 시간이 지나도 더 내는 것이 없으니 위반해서 버티는 만큼 금융 이익이 발생한다는 것임. 금융 이익 이상의 가산금이 붙도록 해야 하는데, 그게 없으니 버티라고 권장하고 있는 것과 같음. 법제처에서 검토하시기 바람."
무관,2026-02-24,6,행정안전부,전동평·출판기념회·5000여명,1,대안 요구,1,0.488,전동평 출판기념회 5000여명 참석 '군민 관심 집중',"그리고 지금 지방 단위로 지원을 똑같이 하고 있는데, “수도권에서 또 대도시에서 멀수록 지원을 늘린다.”라는 원칙으로 보완이 필요할 것 같음."
무관,2026-02-24,6,행정안전부,전동평·출판기념회·5000여명,1,대안 요구,1,0.488,전동평 출판기념회 5000여명 참석 '군민 관심 집중',"지방정부 차원에서 하는 것도 지원해야 하니, 행안부도 열심히 준비해 주시기 바람. 그리고 농어촌 기본소득은 시행한 지 몇 달 안 돼서 초기이기는 하지만, 예측하건대 상당한 효과가 있을 것이고, 확대해서 시스템을 좀 갖춰야 하는데, 시범 사업을 2년 동안 한다는 것인지? 이것은 안 할 수가 없을 것인데, 앞으로 농어촌 기본소득법을 만들든지, 뭔가 준칙을 만들어야 할 것 같음. 준비를 잘해주시고, 국토 균형 발전이 중요하니 수도권에서 먼 경우 더 지원하는 균형 지원도 고려하시기 바람."
무관,2026-02-24,6,행정안전부,전동평·출판기념회·5000여명,1,관리 지시,1,0.488,전동평 출판기념회 5000여명 참석 '군민 관심 집중',"그런 기반 시설이 잘 갖춰져야 햇빛 연금 사업도 활발하게 진행될 것임. 그리고 신안군은 매우 모범적인 사례인데, “해당 지역의 발전 사업을 주민들 스스로 하거나, 외부 사업자가 할 경우 30%는 지역 주민에게 할당한다.” 이런 사례처럼, 행안부에서는 다른 지방정부에도 뭔가 방법을 강구해야 할 것 같고, 더 중요한 것은 정부 차원에서 입법으로 최소한의 기준을 만들어줘야 하지 않는지? 지자체장들의 능력이나 의지의 차이가 있고, 또 문제는 지방행정이 투명하고 민주적이면 당연히 “주민들한테 어떻게 이익을 더 많이 줄까?” 해서 어떻게든 확보하려는 것도 있겠지만, 이것이 이권 사업이 돼서 뒤에서 불법 거래를 하는 경우도 생길 수 있음. 그러므로 법무부에서도 이러한 부분을 잘 챙겨야 하고, 정부 차원에서 일정한 지침을 만들어야 할 것 같음."
무관,2026-02-24,6,행정안전부,전동평·출판기념회·5000여명,1,검토결과 확인,1,0.488,전동평 출판기념회 5000여명 참석 '군민 관심 집중',"불법 점용 전국 조사 결과가 835건이라는 것이 믿어지시는지? 제가 경기도에서 조사했을 때 이것보다 훨씬 많았던 것 같은데, 835건밖에 안 될 리가 없음. 지방정부에 다시 한번 기회를 줘서 추가 조사를 하게 하고, 그다음에 전국적으로 감찰을 해서 누락된 경우에는 담당 공무원과 지방정부에 대해서 엄중문책하고, 규모가 큰 경우에는 직무유기로 처벌하시기 바람."
무관,2026-02-24,6,행정안전부,전동평·출판기념회·5000여명,1,대안 요구,1,0.488,전동평 출판기념회 5000여명 참석 '군민 관심 집중',"알아보시고, 행정을 할 때는 “뭘 해라!”라고 하는 것도 좋은데, 안 따를 때는 어떤 제재가 있어야 하고, 부족하다면 제재를 강화하든지 아니면 새로 만들어야 함. 그런데 지금 우리 행정을 보면, 그냥 속된 말로 뭉개는 경우가 많음. 아까 농지 매각 명령처럼, “어떻게 땅을 팔라고 해?”라는 생각을 공무원들이 하는 것 같음. 그러면 그 법을 뭐 하러 만든 건인지? 이것도 제재 방안을 확실하게 강구하고, 만약에 안 되면 그 제재 명령을 안 따른 데 대한 제재를 또 해야 함. 그래야 행정의 권위가 섦."
무관,2026-02-24,6,행정안전부,산불·행정안전부·함양,1,대안 요구,1,0.488,함양 산불 상황 회의 주재하는 김광용 재난안전관리본부장,"그리고 지금 지방 단위로 지원을 똑같이 하고 있는데, “수도권에서 또 대도시에서 멀수록 지원을 늘린다.”라는 원칙으로 보완이 필요할 것 같음."
무관,2026-02-24,6,행정안전부,산불·행정안전부·함양,1,대안 요구,1,0.488,함양 산불 상황 회의 주재하는 김광용 재난안전관리본부장,"지방정부 차원에서 하는 것도 지원해야 하니, 행안부도 열심히 준비해 주시기 바람. 그리고 농어촌 기본소득은 시행한 지 몇 달 안 돼서 초기이기는 하지만, 예측하건대 상당한 효과가 있을 것이고, 확대해서 시스템을 좀 갖춰야 하는데, 시범 사업을 2년 동안 한다는 것인지? 이것은 안 할 수가 없을 것인데, 앞으로 농어촌 기본소득법을 만들든지, 뭔가 준칙을 만들어야 할 것 같음. 준비를 잘해주시고, 국토 균형 발전이 중요하니 수도권에서 먼 경우 더 지원하는 균형 지원도 고려하시기 바람."
무관,2026-02-24,6,행정안전부,산불·행정안전부·함양,1,관리 지시,1,0.488,함양 산불 상황 회의 주재하는 김광용 재난안전관리본부장,"그런 기반 시설이 잘 갖춰져야 햇빛 연금 사업도 활발하게 진행될 것임. 그리고 신안군은 매우 모범적인 사례인데, “해당 지역의 발전 사업을 주민들 스스로 하거나, 외부 사업자가 할 경우 30%는 지역 주민에게 할당한다.” 이런 사례처럼, 행안부에서는 다른 지방정부에도 뭔가 방법을 강구해야 할 것 같고, 더 중요한 것은 정부 차원에서 입법으로 최소한의 기준을 만들어줘야 하지 않는지? 지자체장들의 능력이나 의지의 차이가 있고, 또 문제는 지방행정이 투명하고 민주적이면 당연히 “주민들한테 어떻게 이익을 더 많이 줄까?” 해서 어떻게든 확보하려는 것도 있겠지만, 이것이 이권 사업이 돼서 뒤에서 불법 거래를 하는 경우도 생길 수 있음. 그러므로 법무부에서도 이러한 부분을 잘 챙겨야 하고, 정부 차원에서 일정한 지침을 만들어야 할 것 같음."
무관,2026-02-24,6,행정안전부,산불·행정안전부·함양,1,검토결과 확인,1,0.488,함양 산불 상황 회의 주재하는 김광용 재난안전관리본부장,"불법 점용 전국 조사 결과가 835건이라는 것이 믿어지시는지? 제가 경기도에서 조사했을 때 이것보다 훨씬 많았던 것 같은데, 835건밖에 안 될 리가 없음. 지방정부에 다시 한번 기회를 줘서 추가 조사를 하게 하고, 그다음에 전국적으로 감찰을 해서 누락된 경우에는 담당 공무원과 지방정부에 대해서 엄중문책하고, 규모가 큰 경우에는 직무유기로 처벌하시기 바람."
무관,2026-02-24,6,행정안전부,산불·행정안전부·함양,1,대안 요구,1,0.488,함양 산불 상황 회의 주재하는 김광용 재난안전관리본부장,"알아보시고, 행정을 할 때는 “뭘 해라!”라고 하는 것도 좋은데, 안 따를 때는 어떤 제재가 있어야 하고, 부족하다면 제재를 강화하든지 아니면 새로 만들어야 함. 그런데 지금 우리 행정을 보면, 그냥 속된 말로 뭉개는 경우가 많음. 아까 농지 매각 명령처럼, “어떻게 땅을 팔라고 해?”라는 생각을 공무원들이 하는 것 같음. 그러면 그 법을 뭐 하러 만든 건인지? 이것도 제재 방안을 확실하게 강구하고, 만약에 안 되면 그 제재 명령을 안 따른 데 대한 제재를 또 해야 함. 그래야 행정의 권위가 섦."
무관,2026-02-24,6,행정안전부,주변·전국·초등학교,1,대안 요구,1,0.488,민·관 합동 전국 6300여 초등학교 주변 위해요소 집중 점검,"그리고 지금 지방 단위로 지원을 똑같이 하고 있는데, “수도권에서 또 대도시에서 멀수록 지원을 늘린다.”라는 원칙으로 보완이 필요할 것 같음."
무관,2026-02-24,6,행정안전부,주변·전국·초등학교,1,대안 요구,1,0.488,민·관 합동 전국 6300여 초등학교 주변 위해요소 집중 점검,"지방정부 차원에서 하는 것도 지원해야 하니, 행안부도 열심히 준비해 주시기 바람. 그리고 농어촌 기본소득은 시행한 지 몇 달 안 돼서 초기이기는 하지만, 예측하건대 상당한 효과가 있을 것이고, 확대해서 시스템을 좀 갖춰야 하는데, 시범 사업을 2년 동안 한다는 것인지? 이것은 안 할 수가 없을 것인데, 앞으로 농어촌 기본소득법을 만들든지, 뭔가 준칙을 만들어야 할 것 같음. 준비를 잘해주시고, 국토 균형 발전이 중요하니 수도권에서 먼 경우 더 지원하는 균형 지원도 고려하시기 바람."
무관,2026-02-24,6,행정안전부,주변·전국·초등학교,1,관리 지시,1,0.488,민·관 합동 전국 6300여 초등학교 주변 위해요소 집중 점검,"그런 기반 시설이 잘 갖춰져야 햇빛 연금 사업도 활발하게 진행될 것임. 그리고 신안군은 매우 모범적인 사례인데, “해당 지역의 발전 사업을 주민들 스스로 하거나, 외부 사업자가 할 경우 30%는 지역 주민에게 할당한다.” 이런 사례처럼, 행안부에서는 다른 지방정부에도 뭔가 방법을 강구해야 할 것 같고, 더 중요한 것은 정부 차원에서 입법으로 최소한의 기준을 만들어줘야 하지 않는지? 지자체장들의 능력이나 의지의 차이가 있고, 또 문제는 지방행정이 투명하고 민주적이면 당연히 “주민들한테 어떻게 이익을 더 많이 줄까?” 해서 어떻게든 확보하려는 것도 있겠지만, 이것이 이권 사업이 돼서 뒤에서 불법 거래를 하는 경우도 생길 수 있음. 그러므로 법무부에서도 이러한 부분을 잘 챙겨야 하고, 정부 차원에서 일정한 지침을 만들어야 할 것 같음."
무관,2026-02-24,6,행정안전부,주변·전국·초등학교,1,대안 요구,1,0.488,민·관 합동 전국 6300여 초등학교 주변 위해요소 집중 점검,"알아보시고, 행정을 할 때는 “뭘 해라!”라고 하는 것도 좋은데, 안 따를 때는 어떤 제재가 있어야 하고, 부족하다면 제재를 강화하든지 아니면 새로 만들어야 함. 그런데 지금 우리 행정을 보면, 그냥 속된 말로 뭉개는 경우가 많음. 아까 농지 매각 명령처럼, “어떻게 땅을 팔라고 해?”라는 생각을 공무원들이 하는 것 같음. 그러면 그 법을 뭐 하러 만든 건인지? 이것도 제재 방안을 확실하게 강구하고, 만약에 안 되면 그 제재 명령을 안 따른 데 대한 제재를 또 해야 함. 그래야 행정의 권위가 섦."
무관,2026-02-24,6,국토교통부,2026·its·강릉시,1,대안 요구,1,0.488,"강릉시, 2026 세계마스터즈탁구·ITS 세계총회 시민설명회","또 한 가지는, 지금 농촌으로 복귀하려고 해도 산골짜기에 버려지다시피 한 밭도 5만 원부터 심하게는 30만 원씩하고 그러니 농사를 지을 수가 없음. 이것이 전부 부동산값이 비정상적으로 높아져서 생긴 문제임. 정말로 수요가 있어서 경쟁이 치열해 땅값이 오른 경우는 자본주의 시장 경제에서 정상적인 모습인데, 오로지 땅이라는 이유로 시골에 있는 야산 같은 곳도 1만 원짜리가 없다고 함. 이러니까 다시 귀농‧귀촌을 하려고 해도 가서 터를 잡기가 어려움. 부동산 가격을 잡는 것이 근본적인 대책이긴 한데, 농지들에 대한 이런 부분들도 검토를 한번 해 봐야 함. “부동산을 투기나 투자용으로 보유하는 것은 있으나 마나다.” 이런 생각이 들도록 만들지 않으면, 우리 사회의 정상적인 발전이 불가능하니 그런 근본적인 부분도 고민해야 함."
무관,2026-02-24,6,국토교통부,광주송정역·광주시는·철도,1,대안 요구,1,0.488,"광주송정역, 철도-항공-항만 연계 '물류 거점' 도약","또 한 가지는, 지금 농촌으로 복귀하려고 해도 산골짜기에 버려지다시피 한 밭도 5만 원부터 심하게는 30만 원씩하고 그러니 농사를 지을 수가 없음. 이것이 전부 부동산값이 비정상적으로 높아져서 생긴 문제임. 정말로 수요가 있어서 경쟁이 치열해 땅값이 오른 경우는 자본주의 시장 경제에서 정상적인 모습인데, 오로지 땅이라는 이유로 시골에 있는 야산 같은 곳도 1만 원짜리가 없다고 함. 이러니까 다시 귀농‧귀촌을 하려고 해도 가서 터를 잡기가 어려움. 부동산 가격을 잡는 것이 근본적인 대책이긴 한데, 농지들에 대한 이런 부분들도 검토를 한번 해 봐야 함. “부동산을 투기나 투자용으로 보유하는 것은 있으나 마나다.” 이런 생각이 들도록 만들지 않으면, 우리 사회의 정상적인 발전이 불가능하니 그런 근본적인 부분도 고민해야 함."
무관,2026-02-24,6,행정안전부,산불·행정안전부·경남,1,대안 요구,1,0.488,"행정안전부, 경남 밀양 산불 대응 상황판단회의","그리고 지금 지방 단위로 지원을 똑같이 하고 있는데, “수도권에서 또 대도시에서 멀수록 지원을 늘린다.”라는 원칙으로 보완이 필요할 것 같음."
무관,2026-02-24,6,행정안전부,산불·행정안전부·경남,1,대안 요구,1,0.488,"행정안전부, 경남 밀양 산불 대응 상황판단회의","지방정부 차원에서 하는 것도 지원해야 하니, 행안부도 열심히 준비해 주시기 바람. 그리고 농어촌 기본소득은 시행한 지 몇 달 안 돼서 초기이기는 하지만, 예측하건대 상당한 효과가 있을 것이고, 확대해서 시스템을 좀 갖춰야 하는데, 시범 사업을 2년 동안 한다는 것인지? 이것은 안 할 수가 없을 것인데, 앞으로 농어촌 기본소득법을 만들든지, 뭔가 준칙을 만들어야 할 것 같음. 준비를 잘해주시고, 국토 균형 발전이 중요하니 수도권에서 먼 경우 더 지원하는 균형 지원도 고려하시기 바람."
무관,2026-02-24,6,행정안전부,산불·행정안전부·경남,1,관리 지시,1,0.488,"행정안전부, 경남 밀양 산불 대응 상황판단회의","그런 기반 시설이 잘 갖춰져야 햇빛 연금 사업도 활발하게 진행될 것임. 그리고 신안군은 매우 모범적인 사례인데, “해당 지역의 발전 사업을 주민들 스스로 하거나, 외부 사업자가 할 경우 30%는 지역 주민에게 할당한다.” 이런 사례처럼, 행안부에서는 다른 지방정부에도 뭔가 방법을 강구해야 할 것 같고, 더 중요한 것은 정부 차원에서 입법으로 최소한의 기준을 만들어줘야 하지 않는지? 지자체장들의 능력이나 의지의 차이가 있고, 또 문제는 지방행정이 투명하고 민주적이면 당연히 “주민들한테 어떻게 이익을 더 많이 줄까?” 해서 어떻게든 확보하려는 것도 있겠지만, 이것이 이권 사업이 돼서 뒤에서 불법 거래를 하는 경우도 생길 수 있음. 그러므로 법무부에서도 이러한 부분을 잘 챙겨야 하고, 정부 차원에서 일정한 지침을 만들어야 할 것 같음."
무관,2026-02-24,6,행정안전부,산불·행정안전부·경남,1,검토결과 확인,1,0.488,"행정안전부, 경남 밀양 산불 대응 상황판단회의","불법 점용 전국 조사 결과가 835건이라는 것이 믿어지시는지? 제가 경기도에서 조사했을 때 이것보다 훨씬 많았던 것 같은데, 835건밖에 안 될 리가 없음. 지방정부에 다시 한번 기회를 줘서 추가 조사를 하게 하고, 그다음에 전국적으로 감찰을 해서 누락된 경우에는 담당 공무원과 지방정부에 대해서 엄중문책하고, 규모가 큰 경우에는 직무유기로 처벌하시기 바람."
무관,2026-02-24,6,행정안전부,산불·행정안전부·경남,1,대안 요구,1,0.488,"행정안전부, 경남 밀양 산불 대응 상황판단회의","알아보시고, 행정을 할 때는 “뭘 해라!”라고 하는 것도 좋은데, 안 따를 때는 어떤 제재가 있어야 하고, 부족하다면 제재를 강화하든지 아니면 새로 만들어야 함. 그런데 지금 우리 행정을 보면, 그냥 속된 말로 뭉개는 경우가 많음. 아까 농지 매각 명령처럼, “어떻게 땅을 팔라고 해?”라는 생각을 공무원들이 하는 것 같음. 그러면 그 법을 뭐 하러 만든 건인지? 이것도 제재 방안을 확실하게 강구하고, 만약에 안 되면 그 제재 명령을 안 따른 데 대한 제재를 또 해야 함. 그래야 행정의 권위가 섦."
무관,2026-02-24,6,금융위원회,몫으로·이억원·금융위원장,1,검토결과 확인,1,0.488,"이억원 금융위원장, 신현한 위원장 등 4명 공적자금관리위원 위촉","그리고 의무를 이행하지 않는 경우 이행강제금을 부과하게 되어 있는데, 어떤 문제가 있냐면, 이자와 가산 제도가 없는 것임. 시간이 지나도 더 내는 것이 없으니 위반해서 버티는 만큼 금융 이익이 발생한다는 것임. 금융 이익 이상의 가산금이 붙도록 해야 하는데, 그게 없으니 버티라고 권장하고 있는 것과 같음. 법제처에서 검토하시기 바람."
무관,2026-02-24,6,금융위원회,에스티아이·자기주식·5만4750주,1,검토결과 확인,1,0.488,"에스티아이, 자기주식 5만4750주 처분 결정","그리고 의무를 이행하지 않는 경우 이행강제금을 부과하게 되어 있는데, 어떤 문제가 있냐면, 이자와 가산 제도가 없는 것임. 시간이 지나도 더 내는 것이 없으니 위반해서 버티는 만큼 금융 이익이 발생한다는 것임. 금융 이익 이상의 가산금이 붙도록 해야 하는데, 그게 없으니 버티라고 권장하고 있는 것과 같음. 법제처에서 검토하시기 바람."
무관,2026-02-24,6,국토교통부,만들고·관훈포럼·유홍준관장,1,대안 요구,1,0.488,"[관훈포럼]유홍준관장 ""용산공원 한뼘 떼어내 '국중박 제2관' 만들고 싶...","또 한 가지는, 지금 농촌으로 복귀하려고 해도 산골짜기에 버려지다시피 한 밭도 5만 원부터 심하게는 30만 원씩하고 그러니 농사를 지을 수가 없음. 이것이 전부 부동산값이 비정상적으로 높아져서 생긴 문제임. 정말로 수요가 있어서 경쟁이 치열해 땅값이 오른 경우는 자본주의 시장 경제에서 정상적인 모습인데, 오로지 땅이라는 이유로 시골에 있는 야산 같은 곳도 1만 원짜리가 없다고 함. 이러니까 다시 귀농‧귀촌을 하려고 해도 가서 터를 잡기가 어려움. 부동산 가격을 잡는 것이 근본적인 대책이긴 한데, 농지들에 대한 이런 부분들도 검토를 한번 해 봐야 함. “부동산을 투기나 투자용으로 보유하는 것은 있으나 마나다.” 이런 생각이 들도록 만들지 않으면, 우리 사회의 정상적인 발전이 불가능하니 그런 근본적인 부분도 고민해야 함."
무관,2026-02-24,6,국토교통부,중소·국세청·중견기업,1,대안 요구,1,0.488,"국세청, 10만개 법인에 3조 규모 세정 지원…납기연장·조기환급","또 한 가지는, 지금 농촌으로 복귀하려고 해도 산골짜기에 버려지다시피 한 밭도 5만 원부터 심하게는 30만 원씩하고 그러니 농사를 지을 수가 없음. 이것이 전부 부동산값이 비정상적으로 높아져서 생긴 문제임. 정말로 수요가 있어서 경쟁이 치열해 땅값이 오른 경우는 자본주의 시장 경제에서 정상적인 모습인데, 오로지 땅이라는 이유로 시골에 있는 야산 같은 곳도 1만 원짜리가 없다고 함. 이러니까 다시 귀농‧귀촌을 하려고 해도 가서 터를 잡기가 어려움. 부동산 가격을 잡는 것이 근본적인 대책이긴 한데, 농지들에 대한 이런 부분들도 검토를 한번 해 봐야 함. “부동산을 투기나 투자용으로 보유하는 것은 있으나 마나다.” 이런 생각이 들도록 만들지 않으면, 우리 사회의 정상적인 발전이 불가능하니 그런 근본적인 부분도 고민해야 함."
